Date,Price
2023-04-19,89.19541965994011
2023-04-20,89.12097374417394
2023-04-21,87.2022025288749
2023-04-22,87.17568865342568
2023-04-23,87.23591886336672
2023-04-24,89.699160975852
2023-04-25,89.50680001107088
2023-04-26,89.80834735340449
2023-04-27,89.77363558369925
2023-04-28,88.60495754607972
2023-04-29,89.74778036059473
2023-04-30,90.49971339328151
2023-05-01,91.29074534032455
2023-05-02,90.38135788552981
2023-05-03,91.78415219646591
2023-05-04,90.38230113367364
2023-05-05,90.96915822747391
2023-05-06,93.15961385328389
2023-05-07,92.1690775281532
2023-05-08,91.60277979855042
2023-05-09,91.70243116363807
2023-05-10,91.19895550952187
2023-05-11,89.64829207845574
2023-05-12,89.71685505326175
2023-05-13,88.65455133953566
2023-05-14,89.12814377017084
2023-05-15,88.20871953593704
2023-05-16,89.75865394095457
2023-05-17,88.97540064861833
2023-05-18,88.65333913241265
2023-05-19,89.46685634978233
2023-05-20,88.23599203334837
2023-05-21,88.46345196795251
2023-05-22,89.77059472223493
2023-05-23,88.1631114876737
2023-05-24,88.34774534620601
2023-05-25,88.60762814045444
2023-05-26,89.38945101223175
2023-05-27,88.15250030135365
2023-05-28,86.83204368826938
2023-05-29,87.35398525388628
2023-05-30,87.65096992711946
2023-05-31,87.90146277746534
2023-06-01,88.24791098696232
2023-06-02,87.56788626538383
2023-06-03,87.80013996254483
2023-06-04,88.09321243584351
2023-06-05,87.37886101781714
2023-06-06,89.2446355289619
2023-06-07,89.71846844987368
2023-06-08,88.52716495267104
2023-06-09,89.18371856130487
2023-06-10,88.20903689107755
2023-06-11,88.99612149482
2023-06-12,90.1547170738274
2023-06-13,89.3340347554757
2023-06-14,90.29741088472001
2023-06-15,90.71019181165651
2023-06-16,91.53225197165101
2023-06-17,93.42904495430494
2023-06-18,93.18365683830208
2023-06-19,92.4299206739446
2023-06-20,91.54040624431906
2023-06-21,90.72459595935362
2023-06-22,90.64749424993953
2023-06-23,90.98864622475617
2023-06-24,91.2653370240862
2023-06-25,92.0925202731222
2023-06-26,92.10552216500011
2023-06-27,93.55905624215744
2023-06-28,93.29439940891947
2023-06-29,96.0145685755091
2023-06-30,96.6402359232741
2023-07-01,95.78307836685782
2023-07-02,94.71218586879671
2023-07-03,95.19465828403989
2023-07-04,94.97119549871404
2023-07-05,95.68519599280613
2023-07-06,96.15843361737967
2023-07-07,96.08560470472281
2023-07-08,95.2388109866544
2023-07-09,93.72396376196853
2023-07-10,93.27744880990151
2023-07-11,94.13384760422498
2023-07-12,94.34794134835519
2023-07-13,93.1022025696432
2023-07-14,93.27538349549438
2023-07-15,93.66070087522323
2023-07-16,92.77684343902209
2023-07-17,92.93056854496761
2023-07-18,92.98877726341361
2023-07-19,91.845806965583
2023-07-20,92.20359432593128
2023-07-21,92.76437885229952
2023-07-22,93.84743009547479
2023-07-23,94.90123214750969
2023-07-24,93.5235627795526
2023-07-25,92.58573773963748
2023-07-26,93.10077300684614
2023-07-27,93.61455895775835
2023-07-28,94.1296066440644
2023-07-29,97.98233813471911
2023-07-30,98.55322864541228
2023-07-31,99.68879428559288
2023-08-01,100.64279604908609
2023-08-02,101.29418730039188
2023-08-03,100.97891805575154
2023-08-04,101.7378872762448
2023-08-05,100.96506206170723
2023-08-06,100.72824345496723
2023-08-07,100.24287990713812
2023-08-08,100.32475404652443
2023-08-09,102.63941261319795
2023-08-10,100.7721474206062
2023-08-11,101.45840761098071
2023-08-12,99.84569173979106
2023-08-13,99.37375987400164
2023-08-14,100.462710470969
2023-08-15,100.52699049006446
2023-08-16,99.44924571213515
2023-08-17,98.73394200287518
2023-08-18,99.41353975180986
2023-08-19,98.68317312009272
2023-08-20,98.8996317096747
2023-08-21,98.94520354957851
2023-08-22,98.2936032019727
2023-08-23,100.43754729129802
2023-08-24,101.07146631361603
2023-08-25,99.04632372695842
2023-08-26,99.23277804172785
2023-08-27,98.57099157695946
2023-08-28,99.42342491175569
2023-08-29,98.63090417332299
2023-08-30,98.51616773185609
2023-08-31,99.02115501083655
2023-09-01,99.88691020500667
2023-09-02,98.68661379795088
2023-09-03,98.35211256210994
2023-09-04,97.87716725094899
2023-09-05,97.22383801837528
2023-09-06,98.98929225865638
2023-09-07,99.39427396961733
2023-09-08,98.13339001528229
2023-09-09,99.05125196233706
2023-09-10,101.17340815934969
2023-09-11,102.20587341990084
2023-09-12,100.68650345394683
2023-09-13,100.20226938108057
2023-09-14,101.4691805302672
2023-09-15,100.76151106464842
2023-09-16,101.20533049279464
2023-09-17,101.97996454622398
2023-09-18,101.0530340746459
2023-09-19,100.9935087185841
2023-09-20,97.75224137851502
2023-09-21,96.72785373718074
2023-09-22,96.47528558578757
2023-09-23,95.22750240382273
2023-09-24,96.85991370775436
2023-09-25,95.42977232979372
2023-09-26,94.98972784309674
2023-09-27,95.12046842038284
2023-09-28,96.56174170944895
2023-09-29,95.12587955826952
2023-09-30,96.28904331042447
2023-10-01,96.29927637144405
2023-10-02,95.3177677203961
2023-10-03,95.77987119465938
2023-10-04,95.97893089023285
2023-10-05,95.37871401307405
2023-10-06,95.44851609806408
2023-10-07,95.06320250120231
2023-10-08,95.17671984645357
2023-10-09,95.8388505209746
2023-10-10,97.42486733711996
2023-10-11,96.18705183829312
2023-10-12,98.32008521294938
2023-10-13,96.36799741342688
2023-10-14,96.21621231839129
2023-10-15,96.80452952487586
2023-10-16,97.0855213926109
2023-10-17,96.4628218727903
2023-10-18,96.25469962243302
2023-10-19,95.7616986877742
2023-10-20,95.17233393082998
2023-10-21,96.02193602785101
2023-10-22,96.37895151381606
2023-10-23,95.6860419185554
2023-10-24,96.58564179398866
2023-10-25,96.89294131486527
2023-10-26,97.70580343370422
2023-10-27,98.33543227562784
2023-10-28,97.50643726470577
2023-10-29,96.9462562245088
2023-10-30,97.69354982963206
2023-10-31,98.30392009506552
2023-11-01,98.28301850110137
2023-11-02,98.40034588441016
2023-11-03,99.67801078019858
2023-11-04,99.08643939136275
2023-11-05,99.63353677253279
2023-11-06,99.4313441200989
2023-11-07,99.21366291687167
2023-11-08,100.31243976885887
2023-11-09,101.1378561178469
2023-11-10,101.95136575384753
2023-11-11,103.25684456100186
2023-11-12,103.27784840263462
2023-11-13,103.95980137392958
2023-11-14,103.64953461733613
2023-11-15,103.97370096982456
2023-11-16,103.84355791545688
2023-11-17,103.9405538804496
2023-11-18,104.53571090588652
2023-11-19,103.71749022265304
2023-11-20,105.80987749833851
2023-11-21,104.8038601168388
2023-11-22,103.58967150405107
2023-11-23,104.74778237755113
2023-11-24,105.53944507151408
2023-11-25,106.16356488856623
2023-11-26,106.7919103978305
2023-11-27,106.7796636249836
2023-11-28,105.88240925349777
2023-11-29,105.9582138116915
2023-11-30,105.28105210017938
2023-12-01,106.25617183359714
2023-12-02,106.10911445209499
2023-12-03,105.28361725530247
2023-12-04,104.96223141364949
2023-12-05,105.37516286792511
2023-12-06,104.81143831512114
2023-12-07,103.9892179195547
2023-12-08,104.23290513104662
2023-12-09,104.47787170215534
2023-12-10,103.9709285267842
2023-12-11,103.49989022116588
2023-12-12,103.73194015852353
2023-12-13,102.2838558170262
2023-12-14,100.87639204264964
2023-12-15,100.1579478213972
2023-12-16,99.94450066968535
2023-12-17,100.25540823528337
2023-12-18,101.73076445223292
2023-12-19,102.58842407543493
2023-12-20,102.4284855454715
2023-12-21,102.40946933756882
2023-12-22,101.40693997293101
2023-12-23,101.38842683693862
2023-12-24,101.09976819801848
2023-12-25,101.42248675835657
2023-12-26,100.59525581480425
2023-12-27,101.11460232904543
2023-12-28,102.647341242048
2023-12-29,102.53858109359115
2023-12-30,102.94029281569009
2023-12-31,103.6304368074012
